Date,Enters,Branch,Branch for data blending,Time,Region
7/8/2026,0,Highlawn,Highlawn,10:00PM,New Utrecht
7/8/2026,0,McKinley Park,McKinley Park,10:00PM,New Utrecht
7/8/2026,0,New Utrecht,New Utrecht,10:00PM,New Utrecht
7/8/2026,0,Sunset Park,Sunset Park,10:00PM,New Utrecht
7/8/2026,100,Bay Ridge,Bay Ridge,11:00AM,New Utrecht
7/8/2026,68,Highlawn,Highlawn,11:00AM,New Utrecht
7/8/2026,120,McKinley Park,McKinley Park,11:00AM,New Utrecht
7/8/2026,86,New Utrecht,New Utrecht,11:00AM,New Utrecht
7/8/2026,175,Sunset Park,Sunset Park,11:00AM,New Utrecht
7/8/2026,72,Bay Ridge,Bay Ridge,12:00PM,New Utrecht
7/8/2026,34,Highlawn,Highlawn,12:00PM,New Utrecht
7/8/2026,59,Bay Ridge,Bay Ridge,2:00PM,New Utrecht
7/8/2026,40,Coney Island,Coney Island,2:00PM,New Utrecht
7/8/2026,40,Highlawn,Highlawn,2:00PM,New Utrecht
7/8/2026,107,McKinley Park,McKinley Park,2:00PM,New Utrecht
7/8/2026,69,New Utrecht,New Utrecht,2:00PM,New Utrecht
7/8/2026,113,Sunset Park,Sunset Park,2:00PM,New Utrecht
7/8/2026,34,Coney Island,Coney Island,3:00PM,New Utrecht
7/8/2026,44,Highlawn,Highlawn,3:00PM,New Utrecht
7/8/2026,64,McKinley Park,McKinley Park,3:00PM,New Utrecht
7/8/2026,48,New Utrecht,New Utrecht,3:00PM,New Utrecht
7/8/2026,75,Sunset Park,Sunset Park,3:00PM,New Utrecht
7/8/2026,39,Highlawn,Highlawn,4:00PM,New Utrecht
7/8/2026,43,Highlawn,Highlawn,5:00PM,New Utrecht
7/8/2026,40,Highlawn,Highlawn,6:00PM,New Utrecht
7/8/2026,2,Highlawn,Highlawn,7:00PM,New Utrecht
7/8/2026,0,Highlawn,Highlawn,8:00PM,New Utrecht
7/8/2026,0,McKinley Park,McKinley Park,8:00PM,New Utrecht
7/8/2026,0,Highlawn,Highlawn,9:00PM,New Utrecht
7/8/2026,154,Brooklyn Heights,Brooklyn Heights,1:00PM,Park Slope
7/8/2026,43,Pacific,Pacific,1:00PM,Park Slope
7/8/2026,70,Park Slope,Park Slope,1:00PM,Park Slope
7/8/2026,39,Williamsburgh,Williamsburgh,1:00PM,Park Slope
7/8/2026,1,Pacific,Pacific,10:00AM,Park Slope
7/8/2026,1,Williamsburgh,Williamsburgh,10:00AM,Park Slope
7/8/2026,0,Pacific,Pacific,10:00PM,Park Slope
7/8/2026,0,Park Slope,Park Slope,10:00PM,Park Slope
7/8/2026,0,Williamsburgh,Williamsburgh,10:00PM,Park Slope
7/8/2026,205,Brooklyn Heights,Brooklyn Heights,11:00AM,Park Slope
7/8/2026,45,Pacific,Pacific,11:00AM,Park Slope
7/8/2026,172,Park Slope,Park Slope,11:00AM,Park Slope
7/8/2026,65,Williamsburgh,Williamsburgh,11:00AM,Park Slope
7/8/2026,25,Williamsburgh,Williamsburgh,12:00PM,Park Slope
7/8/2026,151,Brooklyn Heights,Brooklyn Heights,2:00PM,Park Slope
7/8/2026,47,Clinton Hill,Clinton Hill,2:00PM,Park Slope
7/8/2026,35,Pacific,Pacific,2:00PM,Park Slope
7/8/2026,64,Park Slope,Park Slope,2:00PM,Park Slope
7/8/2026,48,Williamsburgh,Williamsburgh,2:00PM,Park Slope
7/8/2026,58,Clinton Hill,Clinton Hill,3:00PM,Park Slope
7/8/2026,28,Pacific,Pacific,3:00PM,Park Slope
7/8/2026,74,Park Slope,Park Slope,3:00PM,Park Slope
7/8/2026,37,Williamsburgh,Williamsburgh,3:00PM,Park Slope
7/8/2026,43,Williamsburgh,Williamsburgh,4:00PM,Park Slope
7/8/2026,23,Williamsburgh,Williamsburgh,5:00PM,Park Slope
7/8/2026,26,Williamsburgh,Williamsburgh,6:00PM,Park Slope
7/8/2026,4,Williamsburgh,Williamsburgh,7:00PM,Park Slope
7/8/2026,0,Williamsburgh,Williamsburgh,8:00PM,Park Slope
7/8/2026,0,Williamsburgh,Williamsburgh,9:00PM,Park Slope
7/8/2026,21,Central,Central,1:00PM,Central
7/8/2026,26,Saratoga,Saratoga,4:00PM,New Lots
7/8/2026,25,Spring Creek,Spring Creek,4:00PM,New Lots
7/8/2026,29,Stone Avenue,Stone Avenue,4:00PM,New Lots
7/8/2026,24,Arlington,Arlington,5:00PM,New Lots
7/8/2026,34,Cypress Hills,Cypress Hills,5:00PM,New Lots
7/8/2026,37,Saratoga,Saratoga,5:00PM,New Lots
7/8/2026,18,Spring Creek,Spring Creek,5:00PM,New Lots
7/8/2026,24,Stone Avenue,Stone Avenue,5:00PM,New Lots
7/8/2026,15,Arlington,Arlington,6:00PM,New Lots
7/8/2026,34,Cypress Hills,Cypress Hills,6:00PM,New Lots
7/8/2026,33,Saratoga,Saratoga,6:00PM,New Lots
7/8/2026,14,Spring Creek,Spring Creek,6:00PM,New Lots
7/8/2026,0,Annex,Annex,8:00PM,
7/8/2026,0,Annex,Annex,9:00PM,
7/8/2026,6,Leonard,Leonard,10:00AM,Crown Heights
7/8/2026,3,Washington Irving,Washington Irving,10:00AM,Crown Heights
7/8/2026,0,Bedford,Bedford,10:00PM,Crown Heights
7/8/2026,0,Brower Park,Brower Park,10:00PM,Crown Heights
7/8/2026,0,Crown Heights,Crown Heights,10:00PM,Crown Heights
7/8/2026,0,Washington Irving,Washington Irving,10:00PM,Crown Heights
7/8/2026,51,Brower Park,Brower Park,11:00AM,Crown Heights
7/8/2026,54,Crown Heights,Crown Heights,11:00AM,Crown Heights
7/8/2026,17,Leonard,Leonard,11:00AM,Crown Heights
7/8/2026,19,Washington Irving,Washington Irving,11:00AM,Crown Heights
7/8/2026,29,Brower Park,Brower Park,12:00PM,Crown Heights
7/8/2026,37,Crown Heights,Crown Heights,12:00PM,Crown Heights
7/8/2026,32,Washington Irving,Washington Irving,12:00PM,Crown Heights
7/8/2026,43,Brower Park,Brower Park,2:00PM,Crown Heights
7/8/2026,34,Crown Heights,Crown Heights,2:00PM,Crown Heights
7/8/2026,20,Washington Irving,Washington Irving,2:00PM,Crown Heights
7/8/2026,27,Bedford,Bedford,3:00PM,Crown Heights
7/8/2026,35,Brower Park,Brower Park,3:00PM,Crown Heights
7/8/2026,45,Crown Heights,Crown Heights,3:00PM,Crown Heights
7/8/2026,0,Rugby,Rugby,9:00PM,Flatbush
7/8/2026,31,Kings Bay,Kings Bay,1:00PM,Kings Highway
7/8/2026,89,Kings Highway,Kings Highway,1:00PM,Kings Highway
7/8/2026,19,Sheepshead Bay,Sheepshead Bay,1:00PM,Kings Highway
7/8/2026,3,Annex,Annex,11:00AM,
7/8/2026,11,Annex,Annex,12:00PM,
7/8/2026,7,Annex,Annex,2:00PM,
7/8/2026,2,Annex,Annex,3:00PM,
7/8/2026,2,Annex,Annex,4:00PM,
7/8/2026,2,Annex,Annex,5:00PM,
7/8/2026,1,Annex,Annex,6:00PM,
7/8/2026,0,Annex,Annex,7:00PM,
7/8/2026,5,Kings Bay,Kings Bay,10:00AM,Kings Highway
7/8/2026,17,Kings Highway,Kings Highway,10:00AM,Kings Highway
7/8/2026,24,Sheepshead Bay,Sheepshead Bay,10:00AM,Kings Highway
7/8/2026,0,Kings Bay,Kings Bay,10:00PM,Kings Highway
7/8/2026,4,Annex,Annex,1:00PM,
7/8/2026,1,Annex,Annex,10:00AM,
7/8/2026,0,Annex,Annex,10:00PM,
7/8/2026,55,Flatlands,Flatlands,12:00PM,Flatbush
7/8/2026,38,Stone Avenue,Stone Avenue,6:00PM,New Lots
7/8/2026,0,Arlington,Arlington,7:00PM,New Lots
7/8/2026,0,Cypress Hills,Cypress Hills,7:00PM,New Lots
7/8/2026,2,Saratoga,Saratoga,7:00PM,New Lots
7/8/2026,3,Spring Creek,Spring Creek,7:00PM,New Lots
7/8/2026,1,Stone Avenue,Stone Avenue,7:00PM,New Lots
7/8/2026,0,Arlington,Arlington,8:00PM,New Lots
7/8/2026,0,Cypress Hills,Cypress Hills,8:00PM,New Lots
7/8/2026,0,Saratoga,Saratoga,8:00PM,New Lots
7/8/2026,0,Spring Creek,Spring Creek,8:00PM,New Lots
7/8/2026,0,Stone Avenue,Stone Avenue,8:00PM,New Lots
7/8/2026,0,Arlington,Arlington,9:00PM,New Lots
7/8/2026,0,Cypress Hills,Cypress Hills,9:00PM,New Lots
7/8/2026,0,Saratoga,Saratoga,9:00PM,New Lots
7/8/2026,0,Spring Creek,Spring Creek,9:00PM,New Lots
7/8/2026,0,Stone Avenue,Stone Avenue,9:00PM,New Lots
7/8/2026,28,Coney Island,Coney Island,1:00PM,New Utrecht
7/8/2026,25,Dyker,Dyker,1:00PM,New Utrecht
7/8/2026,23,Fort Hamilton,Fort Hamilton,1:00PM,New Utrecht
7/8/2026,26,Ulmer Park,Ulmer Park,1:00PM,New Utrecht
7/8/2026,0,Bay Ridge,Bay Ridge,10:00AM,New Utrecht
7/8/2026,7,Coney Island,Coney Island,10:00AM,New Utrecht
7/8/2026,2,Dyker,Dyker,10:00AM,New Utrecht
7/8/2026,0,Fort Hamilton,Fort Hamilton,10:00AM,New Utrecht
7/8/2026,33,Sunset Park,Sunset Park,10:00AM,New Utrecht
7/8/2026,4,Ulmer Park,Ulmer Park,10:00AM,New Utrecht
7/8/2026,0,Bay Ridge,Bay Ridge,10:00PM,New Utrecht
7/8/2026,0,Dyker,Dyker,10:00PM,New Utrecht
7/8/2026,0,Fort Hamilton,Fort Hamilton,10:00PM,New Utrecht
7/8/2026,0,Ulmer Park,Ulmer Park,10:00PM,New Utrecht
7/8/2026,30,Coney Island,Coney Island,11:00AM,New Utrecht
7/8/2026,60,Dyker,Dyker,11:00AM,New Utrecht
7/8/2026,49,Fort Hamilton,Fort Hamilton,11:00AM,New Utrecht
7/8/2026,46,Ulmer Park,Ulmer Park,11:00AM,New Utrecht
7/8/2026,18,Dyker,Dyker,12:00PM,New Utrecht
7/8/2026,24,Fort Hamilton,Fort Hamilton,12:00PM,New Utrecht
7/8/2026,34,Ulmer Park,Ulmer Park,12:00PM,New Utrecht
7/8/2026,40,Dyker,Dyker,2:00PM,New Utrecht
7/8/2026,33,Fort Hamilton,Fort Hamilton,2:00PM,New Utrecht
7/8/2026,35,Ulmer Park,Ulmer Park,2:00PM,New Utrecht
7/8/2026,68,Bay Ridge,Bay Ridge,3:00PM,New Utrecht
7/8/2026,44,Dyker,Dyker,3:00PM,New Utrecht
7/8/2026,32,Fort Hamilton,Fort Hamilton,3:00PM,New Utrecht
7/8/2026,35,Ulmer Park,Ulmer Park,3:00PM,New Utrecht
7/8/2026,74,Bay Ridge,Bay Ridge,4:00PM,New Utrecht
7/8/2026,31,Coney Island,Coney Island,4:00PM,New Utrecht
7/8/2026,64,Dyker,Dyker,4:00PM,New Utrecht
7/8/2026,35,Fort Hamilton,Fort Hamilton,4:00PM,New Utrecht
7/8/2026,106,McKinley Park,McKinley Park,4:00PM,New Utrecht
7/8/2026,59,New Utrecht,New Utrecht,4:00PM,New Utrecht
7/8/2026,98,Sunset Park,Sunset Park,4:00PM,New Utrecht
7/8/2026,52,Ulmer Park,Ulmer Park,4:00PM,New Utrecht
7/8/2026,71,Bay Ridge,Bay Ridge,5:00PM,New Utrecht
7/8/2026,38,Coney Island,Coney Island,5:00PM,New Utrecht
7/8/2026,39,Dyker,Dyker,5:00PM,New Utrecht
7/8/2026,43,Fort Hamilton,Fort Hamilton,5:00PM,New Utrecht
7/8/2026,97,McKinley Park,McKinley Park,5:00PM,New Utrecht
7/8/2026,49,New Utrecht,New Utrecht,5:00PM,New Utrecht
7/8/2026,100,Sunset Park,Sunset Park,5:00PM,New Utrecht
7/8/2026,23,Ulmer Park,Ulmer Park,5:00PM,New Utrecht
7/8/2026,46,Bay Ridge,Bay Ridge,6:00PM,New Utrecht
7/8/2026,12,Coney Island,Coney Island,6:00PM,New Utrecht
7/8/2026,21,Dyker,Dyker,6:00PM,New Utrecht
7/8/2026,24,Fort Hamilton,Fort Hamilton,6:00PM,New Utrecht
7/8/2026,33,McKinley Park,McKinley Park,6:00PM,New Utrecht
7/8/2026,26,New Utrecht,New Utrecht,6:00PM,New Utrecht
7/8/2026,66,Sunset Park,Sunset Park,6:00PM,New Utrecht
7/8/2026,25,Ulmer Park,Ulmer Park,6:00PM,New Utrecht
7/8/2026,0,Bay Ridge,Bay Ridge,7:00PM,New Utrecht
7/8/2026,0,Coney Island,Coney Island,7:00PM,New Utrecht
7/8/2026,0,Dyker,Dyker,7:00PM,New Utrecht
7/8/2026,0,Fort Hamilton,Fort Hamilton,7:00PM,New Utrecht
7/8/2026,1,McKinley Park,McKinley Park,7:00PM,New Utrecht
7/8/2026,0,New Utrecht,New Utrecht,7:00PM,New Utrecht
7/8/2026,1,Sunset Park,Sunset Park,7:00PM,New Utrecht
7/8/2026,1,Ulmer Park,Ulmer Park,7:00PM,New Utrecht
7/8/2026,0,Bay Ridge,Bay Ridge,8:00PM,New Utrecht
7/8/2026,0,Coney Island,Coney Island,8:00PM,New Utrecht
7/8/2026,0,Dyker,Dyker,8:00PM,New Utrecht
7/8/2026,0,Fort Hamilton,Fort Hamilton,8:00PM,New Utrecht
7/8/2026,0,New Utrecht,New Utrecht,8:00PM,New Utrecht
7/8/2026,0,Sunset Park,Sunset Park,8:00PM,New Utrecht
7/8/2026,0,Ulmer Park,Ulmer Park,8:00PM,New Utrecht
7/8/2026,0,Bay Ridge,Bay Ridge,9:00PM,New Utrecht
7/8/2026,0,Jamaica Bay,Jamaica Bay,10:00PM,New Lots
7/8/2026,0,Macon,Macon,10:00PM,New Lots
7/8/2026,0,Saratoga,Saratoga,10:00PM,New Lots
7/8/2026,22,Arlington,Arlington,11:00AM,New Lots
7/8/2026,49,Jamaica Bay,Jamaica Bay,11:00AM,New Lots
7/8/2026,70,Macon,Macon,11:00AM,New Lots
7/8/2026,54,Saratoga,Saratoga,11:00AM,New Lots
7/8/2026,8,Arlington,Arlington,12:00PM,New Lots
7/8/2026,42,Jamaica Bay,Jamaica Bay,12:00PM,New Lots
7/8/2026,77,Macon,Macon,12:00PM,New Lots
7/8/2026,16,Arlington,Arlington,2:00PM,New Lots
7/8/2026,19,Cypress Hills,Cypress Hills,2:00PM,New Lots
7/8/2026,25,Jamaica Bay,Jamaica Bay,2:00PM,New Lots
7/8/2026,21,Macon,Macon,2:00PM,New Lots
7/8/2026,39,Saratoga,Saratoga,2:00PM,New Lots
7/8/2026,17,Arlington,Arlington,3:00PM,New Lots
7/8/2026,35,Cypress Hills,Cypress Hills,3:00PM,New Lots
7/8/2026,20,Jamaica Bay,Jamaica Bay,3:00PM,New Lots
7/8/2026,33,Macon,Macon,3:00PM,New Lots
7/8/2026,43,Saratoga,Saratoga,3:00PM,New Lots
7/8/2026,35,Cypress Hills,Cypress Hills,4:00PM,New Lots
7/8/2026,37,Jamaica Bay,Jamaica Bay,4:00PM,New Lots
7/8/2026,33,Macon,Macon,4:00PM,New Lots
7/8/2026,40,Jamaica Bay,Jamaica Bay,5:00PM,New Lots
7/8/2026,27,Macon,Macon,5:00PM,New Lots
7/8/2026,22,Jamaica Bay,Jamaica Bay,6:00PM,New Lots
7/8/2026,48,Macon,Macon,6:00PM,New Lots
7/8/2026,3,Jamaica Bay,Jamaica Bay,7:00PM,New Lots
7/8/2026,0,Macon,Macon,7:00PM,New Lots
7/8/2026,0,Jamaica Bay,Jamaica Bay,8:00PM,New Lots
7/8/2026,0,Macon,Macon,8:00PM,New Lots
7/8/2026,0,Jamaica Bay,Jamaica Bay,9:00PM,New Lots
7/8/2026,0,Macon,Macon,9:00PM,New Lots
7/8/2026,36,Bay Ridge,Bay Ridge,1:00PM,New Utrecht
7/8/2026,45,Highlawn,Highlawn,1:00PM,New Utrecht
7/8/2026,117,McKinley Park,McKinley Park,1:00PM,New Utrecht
7/8/2026,67,New Utrecht,New Utrecht,1:00PM,New Utrecht
7/8/2026,76,Sunset Park,Sunset Park,1:00PM,New Utrecht
7/8/2026,5,Highlawn,Highlawn,10:00AM,New Utrecht
7/8/2026,13,McKinley Park,McKinley Park,10:00AM,New Utrecht
7/8/2026,11,New Utrecht,New Utrecht,10:00AM,New Utrecht
7/8/2026,0,DeKalb,Dekalb,8:00PM,Crown Heights
7/8/2026,0,Greenpoint,Greenpoint,8:00PM,Crown Heights
7/8/2026,0,Leonard,Leonard,8:00PM,Crown Heights
7/8/2026,0,Leonard,Leonard,8:00PM,Crown Heights
7/8/2026,0,Marcy,Marcy,8:00PM,Crown Heights
7/8/2026,3,Marcy,Marcy,9:00AM,Crown Heights
7/8/2026,0,DeKalb,Dekalb,9:00PM,Crown Heights
7/8/2026,0,Greenpoint,Greenpoint,9:00PM,Crown Heights
7/8/2026,0,Leonard,Leonard,9:00PM,Crown Heights
7/8/2026,0,Marcy,Marcy,9:00PM,Crown Heights
7/8/2026,14,Clarendon,Clarendon,1:00PM,Flatbush
7/8/2026,42,Mill Basin,Mill Basin,1:00PM,Flatbush
7/8/2026,30,Paerdegat,Paerdegat,1:00PM,Flatbush
7/8/2026,56,Windsor Terrace,Windsor Terrace,1:00PM,Flatbush
7/8/2026,6,Mill Basin,Mill Basin,10:00AM,Flatbush
7/8/2026,16,Windsor Terrace,Windsor Terrace,10:00AM,Flatbush
7/8/2026,0,Cortelyou,Cortelyou,10:00PM,Flatbush
7/8/2026,0,East Flatbush,East Flatbush,10:00PM,Flatbush
7/8/2026,0,Mill Basin,Mill Basin,10:00PM,Flatbush
7/8/2026,0,Paerdegat,Paerdegat,10:00PM,Flatbush
7/8/2026,0,Windsor Terrace,Windsor Terrace,10:00PM,Flatbush
7/8/2026,22,Clarendon,Clarendon,11:00AM,Flatbush
7/8/2026,58,Mill Basin,Mill Basin,11:00AM,Flatbush
7/8/2026,32,Paerdegat,Paerdegat,11:00AM,Flatbush
7/8/2026,58,Windsor Terrace,Windsor Terrace,11:00AM,Flatbush
7/8/2026,54,Windsor Terrace,Windsor Terrace,12:00PM,Flatbush
7/8/2026,31,Clarendon,Clarendon,2:00PM,Flatbush
7/8/2026,82,Cortelyou,Cortelyou,2:00PM,Flatbush
7/8/2026,38,East Flatbush,East Flatbush,2:00PM,Flatbush
7/8/2026,54,Mill Basin,Mill Basin,2:00PM,Flatbush
7/8/2026,29,Paerdegat,Paerdegat,2:00PM,Flatbush
7/8/2026,46,Windsor Terrace,Windsor Terrace,2:00PM,Flatbush
7/8/2026,48,Clarendon,Clarendon,3:00PM,Flatbush
7/8/2026,78,Cortelyou,Cortelyou,3:00PM,Flatbush
7/8/2026,34,Mill Basin,Mill Basin,3:00PM,Flatbush
7/8/2026,25,Paerdegat,Paerdegat,3:00PM,Flatbush
7/8/2026,45,Windsor Terrace,Windsor Terrace,3:00PM,Flatbush
7/8/2026,42,East Flatbush,East Flatbush,4:00PM,Flatbush
7/8/2026,100,Windsor Terrace,Windsor Terrace,4:00PM,Flatbush
7/8/2026,81,Windsor Terrace,Windsor Terrace,5:00PM,Flatbush
7/8/2026,59,Windsor Terrace,Windsor Terrace,6:00PM,Flatbush
7/8/2026,3,East Flatbush,East Flatbush,7:00PM,Flatbush
7/8/2026,2,Windsor Terrace,Windsor Terrace,7:00PM,Flatbush
7/8/2026,0,Windsor Terrace,Windsor Terrace,8:00PM,Flatbush
7/8/2026,0,Windsor Terrace,Windsor Terrace,9:00PM,Flatbush
7/8/2026,54,Brighton Beach,Brighton Beach,1:00PM,Kings Highway
7/8/2026,41,Gerritsen Beach,Gerritsen Beach,1:00PM,Kings Highway
7/8/2026,30,Homecrest,Homecrest,1:00PM,Kings Highway
7/8/2026,31,Kensington,Kensington,1:00PM,Kings Highway
7/8/2026,33,Ryder,Ryder,1:00PM,Kings Highway
7/8/2026,5,Brighton Beach,Brighton Beach,10:00AM,Kings Highway
7/8/2026,3,Gerritsen Beach,Gerritsen Beach,10:00AM,Kings Highway
7/8/2026,2,Homecrest,Homecrest,10:00AM,Kings Highway
7/8/2026,1,Kensington,Kensington,10:00AM,Kings Highway
7/8/2026,5,Ryder,Ryder,10:00AM,Kings Highway
7/8/2026,0,Brighton Beach,Brighton Beach,10:00PM,Kings Highway
7/8/2026,0,Gerritsen Beach,Gerritsen Beach,10:00PM,Kings Highway
7/8/2026,0,Homecrest,Homecrest,10:00PM,Kings Highway
7/8/2026,0,Kensington,Kensington,10:00PM,Kings Highway
7/8/2026,0,Kings Highway,Kings Highway,10:00PM,Kings Highway
7/8/2026,0,Ryder,Ryder,10:00PM,Kings Highway
7/8/2026,64,Brighton Beach,Brighton Beach,11:00AM,Kings Highway
7/8/2026,27,Gerritsen Beach,Gerritsen Beach,11:00AM,Kings Highway
7/8/2026,19,Homecrest,Homecrest,11:00AM,Kings Highway
